barcode,farm_type,farm_id,sample_type,oblast,taxon_level,taxon_name,abundance,full_taxonomy
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Prevotellaceae,1958,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Pseudoalteromonadaceae,34,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Pseudomonadaceae,5057,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Roseobacteraceae,36,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Shewanellaceae,59,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Straboviridae,336,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis;Straboviridae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Streptococcaceae,222,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Sutterellaceae,585,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Synergistaceae,15,Bacteria;Bacteria_none;Synergistota;Synergistia;Synergistales;Synergistaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Tannerellaceae,260,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Treponemataceae,20,Bacteria;Bacteria_none;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Trypanosomatidae,19,Eukaryota;Eukaryota_Incertae_sedis;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Unknown,61960,Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Veillonellaceae,39,Bacteria;Bacteria_none;Bacillota;Negativicutes;Veillonellales;Veillonellaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,family,Vibrionaceae,86,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Acidaminococcus,901,Bacteria;Bacteria_none;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Acinetobacter,848,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Advenella,11,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Aerococcus,19,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Aeromonas,32,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Agathobaculum,17,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Butyricicoccaceae;Agathobaculum
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Alcaligenes,288,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Aliarcobacter,55,Bacteria;Bacteria_none;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Aminipila,48,Bacteria;Bacteria_none;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Anaerocolumna,15,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Anaerotignum,68,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Atlantibacter,12,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Bacillus,348,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Bacteroides,1345,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Bermanella,15,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bermanella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Blautia,29,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Butyricimonas,108,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Campylobacter,31,Bacteria;Bacteria_none;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Caproicibacter,91,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproicibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Caproiciproducens,60,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproiciproducens
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Cedecea,58,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cedecea
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Chordicoccus,20,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Chordicoccus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Citrobacter,702,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Cloacibacillus,15,Bacteria;Bacteria_none;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Clostridioides,47,Bacteria;Bacteria_none;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Clostridium,88,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Collinsella,73,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Colwellia,23,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Comamonas,11060,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Cronobacter,45,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Cytobacillus,38,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Dehalobacterium,19,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Dehalobacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Dehalococcoides,142,Bacteria;Bacteria_none;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Dehalogenimonas,19,Bacteria;Bacteria_none;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalogenimonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Denitrificimonas,1500,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Denitrificimonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Desulfovibrio,553,Bacteria;Bacteria_none;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Desulfuromonas,33,Bacteria;Bacteria_none;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Dialister,39,Bacteria;Bacteria_none;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Dorea,229,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Dorea
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Duodenibacillus,183,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Dysosmobacter,92,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Enterobacter,539,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Enterocloster,36,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Enterococcus,39,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Escherichia,40053,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Ethanoligenens,15,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ethanoligenens
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Eubacterium,15,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Faecalibacterium,317,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Flavonifractor,69,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Flintibacter,74,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Flintibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Fusobacterium,294,Bacteria;Bacteria_none;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Goslarvirus,31,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis;Caudoviricetes_Incertae_sedis;Goslarvirus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Haemophilus,41,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Hafnia,14,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Homo,174,Eukaryota;Metazoa;Chordata;Mammalia;Primates;Hominidae;Homo
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Hoylesella,21,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Idiomarina,42,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Ignatzschineria,91,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Ignatzschineriaceae;Ignatzschineria
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Intestinibacillus,18,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Butyricicoccaceae;Intestinibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Intestinimonas,72,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Jeotgalibaca,88,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Klebsiella,1543,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Kluyvera,54,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Kosakonia,74,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Krischvirus,336,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis;Straboviridae;Krischvirus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Kurthia,46,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Kurthia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lachnoclostridium,15,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lacrimispora,39,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lacticaseibacillus,15,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lactococcus,36,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Latilactobacillus,88,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lawsonibacter,35,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Leclercia,51,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Leishmania,19,Eukaryota;Eukaryota_Incertae_sedis;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lelliottia,11,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Ligilactobacillus,69,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Limosilactobacillus,34,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Listeria,20,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Lysinibacillus,48,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Macellibacteroides,338,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Macellibacteroides
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Mailhella,142,Bacteria;Bacteria_none;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Marvinbryantia,10,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Mesobacillus,29,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Methanomethylophilus,31,Archaea;Archaea_none;Candidatus Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Methanomethylophilus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Methylovulum,24,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Microbacterium,73,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Microvirga,30,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Miltoncostaea,11,Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Miltoncostaeales;Miltoncostaeaceae;Miltoncostaea
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Moellerella,16,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Moellerella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Morganella,276,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Moritella,22,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Novisyntrophococcus,15,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Novisyntrophococcus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Oscillibacter,199,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Paenalcaligenes,503,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paenalcaligenes
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Paenibacillus,74,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Palleronia,36,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Palleronia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Parabacteroides,260,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Parolsenella,18,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Peptostreptococcus,10,Bacteria;Bacteria_none;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Petrimonas,12,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Phascolarctobacterium,35,Bacteria;Bacteria_none;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Phocaeicola,436,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Photobacterium,26,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Photorhabdus,13,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Photorhabdus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Pluralibacter,27,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Porphyromonas,25,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Prevotella,1607,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Proteiniclasticum,65,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Proteiniclasticum
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Proteus,423,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Providencia,227,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Pseudoalteromonas,34,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Pseudocitrobacter,20,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Pseudomonas,2264,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Psychrobacter,230,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Pusillibacter,71,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Pusillibacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Raoultella,23,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Roseburia,29,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Rummeliibacillus,26,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Ruoffia,28,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Ruoffia
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Ruthenibacterium,68,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Salmonella,3598,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Scandinavium,10,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Scandinavium
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Segatella,330,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Shewanella,59,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Shigella,1808,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Sinanaerobacter,10,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Sinanaerobacter
barcode11,Pig,pig #2 B2,Native,Kyiv Oblast,genus,Sodaliphilus,17,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Sodaliphilus
